GeneID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13
ACTR8,0.944118521,0.0059393,-0.187106944,-0.414888599,-0.129485647,0.265967031,0.115707375,-0.036429851,0.034973547,0.276726489,-0.179764214,-0.138578187,-0.086699239
ACVR1,0.558068462,0.971506778,-0.724934466,-0.060469262,-0.539889698,-0.005343281,-0.345183777,0.241601327,-0.017431465,-0.01199894,0.453845076,0.351600887,0.02682247
ACVR1B,0.681414547,0.704057004,0.657261669,-0.575540168,0.240081798,0.164969159,0.17829805,0.350842016,0.135193057,0.280055105,-0.148960495,0.031136889,-0.083577125
ACVR1C,0.109067973,-0.811479963,-1.593710573,0.345091961,-0.632765014,0.375122633,-0.081736048,-0.319272963,-0.603192157,0.690451489,0.382984947,-0.853918562,-0.246371532
ACVR2A,0.885633472,-0.594036853,-0.552058085,-0.032196126,-0.228515948,0.210157662,-0.005445073,0.128345773,0.264446312,0.07839418,-0.238067271,0.032890068,-0.419740266
ACVR2B,0.462407389,-0.218501621,-0.886852775,-0.358340657,-0.126227623,-0.440530734,-0.3135944,-0.183879412,-0.045270376,0.038918954,-0.218717355,0.470464594,-0.218961009
ACY1,-0.209020601,0.966959941,-0.721734447,-0.10108384,0.077804012,0.382240252,0.005011304,-0.732917042,-0.279604348,-0.067379433,-0.064888471,0.013129639,-0.32224403
ACYP1,0.258366945,-0.467027964,-0.644456717,0.205429342,-0.313648769,-0.406290581,-0.414010138,-0.34452248,0.456247824,-0.141601182,0.149470022,0.379707152,0.214631054
ACYP2,0.495053126,-0.04960315,-0.463924575,-0.176191727,-0.231787043,-0.031292782,-0.15903334,0.478897331,0.045883356,-0.105759823,-0.36229886,-0.173188193,-0.001390025
ADA,0.895961,-0.6049436,-0.489699851,-0.76432323,0.046103069,0.35598869,0.567250049,-0.051167618,0.170590299,-0.270471467,0.338422118,0.026620993,-0.095766431
ADAL,0.279366839,-0.912340147,-0.337446338,0.57120061,-0.402200078,0.024805358,-0.698463238,-0.058752391,0.519378124,-0.259552063,0.366251581,-0.100976706,0.367754531
ADAM10,1.103151025,-0.390936289,0.925080393,-0.107039175,-0.07840827,0.086921603,-0.020265262,-0.022181458,-0.19002017,0.255605173,-0.12082644,0.073306273,0.01266486
ADAM11,-3.265794447,-0.433448504,-1.317356599,0.219417039,-0.994144133,1.255390016,0.326635682,-0.508846059,-0.76193679,-0.166513198,0.574819562,0.01455374,-0.116610232
ADAM12,-0.90240276,0.705075287,-0.389905031,-0.313681042,-0.152357209,0.118010907,-0.050757615,-0.28528938,0.32780628,-0.600277265,0.092518953,-0.004654724,1.014410101
ADAM15,0.618043041,0.597086237,0.287341958,-0.195023069,0.304593503,-0.242691261,0.159798123,-0.018655727,0.16073108,0.174489053,-0.08174039,-0.367360416,0.303754119
ADAM17,1.056440782,0.021645335,0.505743105,-0.143855036,-0.01087403,0.104046383,-0.241729569,0.093213002,-0.20208436,0.110365918,-0.185361807,0.041077797,-0.000727776
ADAM19,0.358106852,1.33397647,0.038694172,-0.18687207,0.15992746,0.591553598,-0.214274755,0.379457894,0.159608194,-0.093395261,0.169482256,0.087059844,0.164820594
ADAM2,-4.822085447,0.400711229,0.444260658,-0.067869692,-0.441295336,0.176498439,-0.116348533,-0.365782567,-0.14123681,-0.096411112,-0.749716504,0.478543648,-0.569453127
ADAM22,0.625112009,-0.282861158,-0.099406793,0.027745197,-0.386664235,0.615404038,-0.46476475,0.201242749,0.095010228,-0.210243152,-0.296603246,0.538544206,-0.238891486
ADAM23,-0.935289129,-0.334499876,-1.088549719,1.070209964,0.247377807,1.200407757,-0.213698194,0.028654546,1.382054786,0.201974679,0.217799391,-0.151972758,0.326343021
ADAM28,0.728150616,-0.576751799,-1.015730749,-0.350771053,0.013560298,0.014861849,-0.224757089,0.518393852,-0.26395385,0.392587702,-0.187541945,0.03032992,-0.266977589
ADAM29,-3.557887096,-0.894508577,0.320008844,-0.702263672,0.743382759,1.051917021,-0.446142961,-0.27811048,0.279147581,0.010308493,0.198649149,0.153023875,-0.173681287
ADAM32,-2.706221057,-1.325232331,1.688998387,-1.534814099,-0.052932102,-0.246803162,0.730513536,0.509521159,0.415084798,0.9649472,0.054057961,-0.379478447,-0.011161881
ADAM33,-3.9785298,-0.161952978,-0.249100815,0.695777997,-0.620689954,0.922263047,0.839677551,-1.350682562,-0.961513616,0.109313796,-0.828557982,-0.018179756,0.831494502
ADAM8,0.628005754,1.51203647,0.707583278,0.783857127,0.636530278,0.661710219,0.241085986,0.382033172,0.018384735,-0.191792605,0.105399123,0.038504646,0.148057921
ADAM9,0.810144897,-0.303951584,1.394858211,-0.484160446,-0.102138399,-0.156976643,-0.383962895,-0.263871438,-0.058570629,0.397772188,0.588330437,-0.078983916,-0.171397948
ADAMDEC1,0.429237837,-0.807069548,-1.269064909,0.30361414,-0.132539773,-0.122961895,0.136576237,0.201396192,0.46835741,0.334436446,1.527323536,0.21950278,-0.675405023
ADAMTS1,0.210189931,-0.866118835,0.37568136,-0.618150205,0.458087764,0.121649465,0.5704707,-1.159482961,0.765723777,0.478821264,-0.1397861,0.628667678,0.269042561
ADAMTS13,-1.636555474,0.064289505,-0.612124867,0.331270673,0.571659863,0.063738399,-0.520866196,0.6003725,-0.54426786,0.236435477,-0.597053458,-0.314113837,0.41316502
ADAMTS14,-2.943471968,0.1094448,0.257098299,0.01288723,-0.522176221,0.873816783,0.892548192,-0.081648715,-0.141193519,-0.701730247,-0.526928605,-0.903349983,0.944346512
ADAMTS15,-4.061133222,-0.608217977,0.14288965,0.362878496,-0.319295259,0.878861792,0.074961954,0.330133204,-0.95727826,-0.055030375,-0.431986587,-0.263290195,-0.464738623
ADAMTS17,-1.10863228,1.100745431,-1.58692669,-0.414565042,-0.576194756,-0.332120192,-0.215812231,0.285836782,0.008004472,-0.17286559,0.287679448,0.196001488,0.156444812
ADAMTS2,-2.540190697,1.081028015,1.425153482,-0.49518999,1.487492725,-1.053873602,-0.757632644,-0.803954797,-0.663095313,0.900398916,-0.017644335,0.024250126,-0.744792913
ADAMTS20,-3.94211055,-0.71794981,-0.622382039,-0.039188074,-0.209009278,-0.222257534,0.287416063,0.67865818,-0.302430247,-1.12799136,-0.534684704,0.449029652,0.544572204
ADAMTS4,-1.96311047,-0.331842267,-0.859630281,-0.18339308,-0.12139625,-0.117559609,-0.61807993,-0.207386103,-0.006074727,-0.520760297,-0.487539475,0.270567433,-0.045204043
ADAMTS6,-0.374826539,-0.922631742,-0.198657854,-0.076098203,-0.757991944,-0.248757453,-0.035345815,-0.288080629,-0.899836828,0.217155821,-0.485350026,0.02542741,-0.440362185
ADAMTS8,-3.426982869,-0.131925288,-1.308760523,0.335078038,-0.650805547,1.513355944,-0.236707741,-0.118226433,-0.873577968,0.194096135,-0.623196096,0.763001823,-1.016258609
ADAMTSL3,-3.489577202,-0.840723756,-0.07131232,-0.569539862,-0.549114131,-0.146631879,-0.50588335,0.373899057,0.616797091,-0.752948681,-0.778531077,-0.765077831,-0.151199295
ADAMTSL4,0.16516507,2.466606419,0.609750985,0.046041966,0.605344895,-0.727692449,-0.345542339,-0.118148783,0.118682052,0.188119252,0.179568967,-0.019814548,0.238161867
ADAMTSL5,-1.591423648,1.059004419,-0.722511864,0.960516446,-0.097578387,-0.042466929,-0.26988011,0.035367319,0.242376361,0.922484432,-1.391544987,-0.150876426,-0.036560993
ADAR,0.792212041,1.209469202,0.437799245,-0.520156047,-0.082721682,0.047805527,0.06651896,-0.040005772,0.005323979,-0.346075731,0.386903106,-0.079002478,-0.151574453
ADARB1,0.300213727,1.06672587,-1.090877413,-0.492867137,-0.225308811,-0.195449261,0.061313767,0.541755596,-0.014612782,-0.134622215,-0.005847172,0.144401204,-0.133444661
ADARB2,-1.960744691,-0.482719744,0.308203087,-0.18812976,0.645084813,1.723022355,0.511181674,-1.117371015,-0.536179924,-0.930647281,0.976417066,-0.276358829,-0.256133368
ADAT1,0.833735772,0.687128943,-0.104582444,-0.115964073,-0.161242565,-0.056054578,-0.198307078,-0.00865352,0.244952483,0.118336714,-0.099632522,0.304443253,0.028708833
ADAT3,-1.221662757,1.461352898,-0.488303275,1.929114945,0.284313691,0.308129219,-0.656479426,-0.706668381,0.809512593,-0.359376667,-0.20136551,0.414980832,0.037036355
ADCK1,-0.758416577,0.8312273,-1.302877024,0.037388327,-0.845171357,-0.376769064,0.640119433,-0.044384048,0.288232911,-0.244069553,0.125871721,0.310467326,0.19834548
ADCK2,0.766110987,0.144768299,-0.941136891,-0.491400992,0.704689166,-0.145854635,0.224417856,-0.088751762,-0.347824235,0.205746706,0.367723568,-0.203836685,0.130427553
ADCK5,0.320962664,-0.021934785,-0.535664918,0.624758321,0.433099998,-0.142039137,0.241222955,0.812090598,0.147714049,-0.057154929,0.019071311,-0.385181696,-0.163570784
ADCY2,-4.249959776,-1.894456128,0.484880797,-1.115940206,-0.622902727,0.210350049,0.304384011,-0.079069816,-0.028290928,-0.217205949,0.478746377,-0.226983863,0.524023553
ADCY3,0.035732964,1.461041009,-0.54617289,-0.108181337,0.056640099,-0.384232557,-0.439637745,0.061131152,-0.104489729,-0.271698046,0.053840083,0.102650498,0.367165043
ADCY4,-0.395101365,1.409525917,0.99822995,-0.484572233,0.203003469,-0.087778343,-0.441424974,-0.167125142,0.106869793,-1.057693445,0.772166831,-0.009132033,0.123338016
ADCY6,-2.299881623,0.631126219,0.334452395,-0.877932167,-0.5941488,-0.403761688,-0.08685981,0.137694942,0.089164937,0.344026368,-0.548480984,-0.701399235,0.001327918
ADCY7,0.915140979,0.72230561,-0.355584845,-0.699932352,0.377625685,-0.206459753,0.382399171,-0.018316349,0.000236144,-0.045172949,-0.137002882,-0.027175284,-0.038336938
ADCY9,0.056839356,1.12764844,-0.144606878,-0.341466612,-0.262952157,0.667963625,-0.56494558,-0.089707927,0.375604237,0.127625361,-0.012733584,0.543342718,-0.292864
ADD1,0.338001875,1.712927117,-0.154918629,0.175199772,-0.55148985,-0.138645108,0.163334629,-0.065348733,0.032148749,0.032374896,-0.003630061,-0.149417162,-0.094657778
ADD2,-0.175795986,0.930762815,-0.996928624,-0.079401136,-0.918863036,-1.075477027,0.390759811,0.146005411,-0.065782908,-0.587998195,-0.412741961,0.606852671,0.040323867
ADD3,1.224487972,-0.792364534,0.071197608,0.138600128,-0.151288949,0.175843943,0.074635063,-0.120165666,-0.054764964,0.13457242,0.010922132,0.036140984,-0.122501957
ADH4,-2.48672735,-0.377485913,0.15359625,-1.02484315,-0.571945905,-0.315888165,0.094650081,0.233725471,0.669781176,-0.011620202,-0.297925501,0.082702409,0.470733458
ADH5,1.114514117,-1.402127156,0.064587725,0.268489404,0.20259028,-0.117369744,0.187145856,0.303677878,0.234827746,0.141776337,-0.337882576,-0.006461344,-0.011796385
ADH6,-0.753267298,-0.326040944,-0.28777163,-1.605122373,-0.675250127,0.131253782,0.152710916,-0.115661348,-0.238813169,1.212652233,-0.011430135,0.277352249,0.856949378
ADHFE1,0.941114858,0.251626654,-0.303219784,0.027073345,0.022603716,-0.102507477,-0.483500319,-0.417590325,0.435114819,0.230724797,-0.116010338,0.232232408,0.039062457
ADI1,1.025863465,-0.727582247,0.341600703,0.023084523,-0.054071218,0.263453394,0.103520891,-0.065592905,-0.100897832,0.740835835,0.106338981,0.276043201,0.280661942
ADIPOQ,-3.593333398,-1.16624506,0.564816645,-1.018369047,0.837522751,-1.172710609,-0.942692941,0.047273121,-0.393670148,-0.373627588,0.923161409,-0.006032403,-0.450298094
ADIPOR1,-0.01296399,1.391282796,0.755649885,0.963078575,-1.967671049,-0.055738516,0.278926556,-0.251939487,-0.083035661,-0.022329714,0.195928189,-0.473848833,-0.279431518
ADIPOR2,0.83837456,0.137011535,0.183906623,0.27131896,-0.214911099,0.438806142,-0.163473893,0.184688707,0.173536512,0.104823104,-0.538595237,0.005222307,-0.151389785
ADK,0.933506887,-0.959110983,-0.541727871,0.042551028,-0.227563756,0.141987496,0.345846324,0.356838942,-0.281270411,0.24281219,-0.204924963,0.277881478,0.21320475
ADM,0.912181014,-0.349369333,2.370968178,0.434916472,0.70378099,-0.135717222,-0.819589989,0.43637215,-0.417727896,-0.207336814,0.77727546,-0.568001135,-0.469380064
ADM2,-1.926435266,0.375323955,0.202351161,1.352947735,-0.232095569,0.11337653,-0.519935333,-0.594504434,-0.490676608,-0.470527903,-0.934318927,0.494250646,0.345393425
ADNP,0.962449752,0.152308332,-0.500575209,-0.337906422,-0.314200093,0.219132785,-0.06862045,-0.002283576,0.128927757,0.151933505,-0.002033429,0.009570493,-0.110992686
ADNP2,0.687548637,0.246527114,-0.460876135,-0.414391979,-0.200750118,0.374053668,-0.082889974,0.019922603,0.083919046,0.226504326,-0.093926896,-0.29674489,-0.081382095
ADO,1.188388987,-0.669907737,-0.117459895,0.02087773,0.238568265,0.149898989,0.271837866,0.041570119,-0.065471676,-0.063812318,-0.031917294,-0.244380276,0.005280549
ADORA1,-3.433087175,1.237355684,2.319211068,-0.614875323,1.537689344,-0.502233456,-0.013636562,0.286047411,0.279540234,-0.336143989,0.969039583,-0.196666265,-0.302101402
ADORA2A,0.970520251,-0.058223831,-0.507538537,-0.00324356,0.332515664,0.076433115,0.284687842,-0.022583282,-0.649001388,-0.353347613,0.094959663,0.251120422,-0.071738569
ADORA2B,0.043663164,-0.152738977,0.292407155,-0.644376487,-0.622731858,0.390235035,0.193233612,0.058764293,0.098496579,0.660051667,-0.138890474,-0.028273092,0.684137161
ADORA3,-0.479016302,-0.393436366,-0.035737475,1.131520826,-0.181075867,2.03796923,0.438096397,1.459048587,1.41243921,1.24044521,1.181270974,-0.544723439,-0.279020306
ADPGK,0.970791547,-0.514961061,0.135491174,-0.46274839,0.300801937,-0.144119311,-0.113602889,0.202987687,0.086778687,-0.168771208,-0.14376255,-0.2931258,0.2102438
ADPRH,0.803800405,0.294419311,0.125324629,-0.357442005,0.06294451,-0.288591137,0.39801832,0.215272112,0.113656275,0.412459373,-0.10215826,-0.10174877,0.006212407
ADPRHL1,-0.508512096,0.762124252,0.079962777,-0.131385148,-0.761790436,-0.273232391,-0.203875904,0.224347867,-0.202029902,0.413510228,-0.161060482,-0.434700393,-0.291309118
ADRA1A,-4.064789567,-1.278578613,-0.45678989,-1.240627364,-0.040517165,0.233274411,-0.713003607,0.519259912,-0.183961582,0.162925899,-0.001214205,-0.35030598,-0.144242368
ADRA1B,-4.052455189,-1.497710596,0.00099354,-0.504516912,-0.130604368,0.18461531,0.710649561,-0.288722413,1.666569503,-0.03164153,0.337253948,-0.408142378,-0.089008283
ADRA2A,-1.716259788,1.17690618,0.158072527,0.112595325,0.207692925,-0.267070475,0.267265984,0.81216457,-0.397207069,0.992411376,-0.137188145,0.217156839,-0.264233304
ADRA2B,-3.760326834,-0.675006739,-0.628130396,0.777634275,-0.673938941,-0.272681946,1.09366546,-0.132798129,-0.623970075,1.102676041,0.454107162,0.365836167,1.367038143
ADRB2,1.085672508,-0.164408773,0.342194176,-0.787322185,0.300174313,0.747075877,0.305745899,-0.260856676,0.406461767,0.245449748,0.024068751,0.202996588,-0.381430195
ADRM1,0.789457642,0.471538832,-0.127464724,0.700947616,0.293514256,0.534316067,0.479963208,-0.055173936,-0.227625295,-0.117019988,-0.289065647,-0.139364591,-0.017516089
ADSL,1.083095207,-0.657332848,-0.380452369,0.197644635,0.088880684,-0.359672859,-0.157282306,0.210877209,0.050422766,-0.175040333,0.15112002,-0.087175989,0.096252896
AEBP1,-0.945480127,1.405501471,-0.919123613,0.369158604,0.057646918,-0.944804876,0.20134389,0.1923444,-0.255086588,-0.508363131,-0.549655865,-0.006854532,-0.043340322
AEBP2,1.140236879,-0.700381078,-0.230921857,-0.000415817,0.002930637,0.301000987,0.163538795,0.303219806,-0.013832341,0.046498744,-0.251401995,0.243785353,-0.100471374
AFAP1,-0.073917055,1.842770041,-0.626072757,-0.279908849,-0.005095935,-1.033753859,-0.214857814,0.365631322,0.48257073,0.943668019,0.28560592,-0.197890623,0.058966678
AFAP1L1,-2.905328906,-0.609080291,-0.755674453,-0.119856953,-1.242655092,0.184524809,0.320835122,-0.347393853,-0.739283596,0.908618435,-0.787509574,-0.433055549,0.393479112
AFAP1L2,-0.551281999,0.509316465,0.04976559,0.146605675,-0.32021346,-0.617118428,-0.939913226,0.507709673,-0.206682343,-1.24840486,0.646751145,0.676005824,0.237265604
AFF1,0.731737652,0.798922022,0.399930485,-0.163400114,-0.52422399,0.116119804,-0.390525127,0.300881074,0.251727465,0.001969096,0.006498253,-0.164605357,-0.334364326
AFF3,0.229191004,0.066419432,-1.245331287,-0.522698437,0.076499955,-0.812954321,-0.046114395,0.908337487,-0.219869231,0.296454223,-0.305855944,0.081259791,-0.218444588
AFF4,0.832684797,0.325222328,-0.047813301,-0.203923266,-0.323332193,0.209661714,-0.217261625,-0.032495522,0.063070155,0.012887484,-0.02317252,0.082121037,-0.039023398
AFG3L2,0.946776142,-0.349011536,-0.332085855,-0.475192953,-0.219409065,-0.049129311,0.212463103,-0.306994152,-0.196818609,-0.217140738,0.263828972,-0.237152085,-0.135832288
AFMID,0.529217379,-0.401767898,0.381357728,-0.362415055,0.344109179,-0.246214279,0.16741857,0.564698735,-0.485898599,-0.191366431,-0.087845279,-0.381240127,0.320332518
AFTPH,1.170507979,-0.583698716,0.477493268,-0.058580165,-0.199457067,0.132602781,0.047177034,-0.054642638,-0.2281892,-0.127988488,0.022061072,0.020850876,-0.022730119
AGA,0.85455449,-0.653057193,0.15236605,-0.068048944,0.075381833,0.076097282,0.014361738,0.273826411,0.233138992,-0.29652773,0.329076041,-0.216014146,0.727631431
AGBL5,0.910338319,-0.018118389,0.04285919,0.209048863,-0.655482836,0.03208207,-0.162877477,-0.016511792,0.019682177,0.060570635,-0.125875137,0.057266168,0.265139038
AGER,0.580870937,1.74699084,0.183978403,0.057467902,0.532242367,-0.703559243,-0.340928985,-0.301915147,0.339930464,-0.421060083,0.346282015,0.266013484,0.128006548
AGGF1,1.325957009,-0.891227546,0.000216581,0.161701299,0.03497366,0.089937081,0.273747114,-0.089807084,-0.092561679,0.08842624,-0.05021537,0.047403685,-0.102753964
AGK,0.970044726,-0.206271619,-0.800549031,-0.381150907,-0.181845708,0.123583567,-0.051546982,-0.072432148,-0.098021827,0.204611656,-0.111186242,-0.024807179,-0.19103499
AGL,0.934925502,-0.504187603,-0.462311122,0.051656582,-0.261021342,0.269221008,-0.144316124,0.0887812,0.082381812,-0.138505101,0.097627607,0.263964143,-0.067281192
AGMAT,0.498761363,-0.349750189,-1.234422994,0.397107106,-0.215583873,-0.50249315,-0.299588125,0.302012329,-0.465946003,0.032304446,-0.116233909,-0.339499891,0.048130755
AGPAT1,-0.52526166,1.704683744,0.114158223,0.449142595,0.023005347,-0.460084251,-0.916501576,-0.245006497,0.16495972,0.222110206,-0.220834265,-0.169737144,0.277600248
AGPAT2,1.010554533,0.724972064,0.662011799,0.1179591,0.383961265,0.124297292,0.135159695,-0.172291997,-0.161957625,-0.123893758,0.224226908,0.269283101,0.323362074
AGPAT3,0.458438488,1.137096511,-0.231181494,-0.252295829,-0.320964087,-0.036717708,0.048498037,-0.02484555,0.108022189,-0.22714082,0.022958601,-0.182505515,-0.028486685
AGPAT4,0.837165624,-0.095011558,-0.033510888,-0.832090201,0.101642663,0.353555419,0.044529281,0.145426068,0.153728431,-0.099361109,-0.462527989,0.460436506,-0.11055753
AGPAT5,1.04951256,-1.090256888,-0.502764662,-0.074183866,0.155035305,-0.268638137,0.124350282,0.20891257,-0.365800454,-0.177976844,0.13383291,-0.14813131,-0.126126199
AGPS,0.946652437,-0.654140054,-0.028187357,-0.183284783,-0.032936057,0.549504146,0.149367936,0.186266575,-0.058197218,0.211117201,-0.072001754,0.044840303,-0.026675594
AGRN,-1.563833915,1.055473881,-0.34903807,0.82955339,0.209192022,0.452316238,0.685400826,1.109849799,-0.806785957,-0.124362482,-0.373028309,-0.752544712,-0.273181503
AGRP,0.531056143,0.376000748,-0.733685061,-0.292714709,1.251944131,0.242379132,-0.113068509,0.050897856,0.520638147,-0.119098109,0.802772996,-0.736239059,0.652238571
AGTPBP1,0.878471018,-0.091866339,0.984709332,0.020504766,-0.23856097,0.374244382,-0.307820901,0.020172041,-0.117444484,0.05252832,-0.226793922,0.068662571,-0.011577185
AGTR1,-4.031905256,-0.835368808,0.191775265,1.426267569,-1.28748602,0.386064966,0.169110256,0.816992331,1.026116312,0.033108832,-0.128051146,0.270492711,-1.239396258
AGTRAP,0.776920359,0.597818218,0.923536554,0.375029841,0.784623993,0.551602295,-0.065879505,0.17808334,-0.166852061,-0.431100424,0.079661827,-0.150245943,0.308068355
AGXT,-3.785674261,-0.10649764,1.10940962,0.519979563,0.91683742,0.843327888,-0.520461061,1.035238109,-0.875514753,-0.418812845,0.087878684,-0.745603732,0.68109005
